#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 SPECTRAL CONTENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide spectral content at x/c=0.45 (Kulite 7)
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#               FREQ:   Frequency (Hz)
#          <p(Pa^2)>:   Pressure power spectral content
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "008.02"
# Column       1       2
VARIABLES =   "FREQ"  "<p(Pa^2)>"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "008"
5187.988281288636      5.094011297113462
5201.256793516996      5.028092696024934
5214.525305745356      5.00140600922624
5227.793817973716      5.043979404890322
5241.062330202075      4.895873715880671
5254.330842430435      4.977760273724212
5267.599354658794      5.054839481612706
5280.867866887154      5.026239405903028
5294.1363791155145      5.018787358984391
5307.404891343874      5.0646307181873755
5320.673403572234      4.842064099339201
5333.941915800593      4.974635880679998
5347.210428028953      5.006327591996218
5360.478940257312      5.011136084528332
5373.7474524856725      5.025901548997413
5387.015964714032      5.094286114971144
5400.284476942392      4.834012270615886
5413.552989170751      4.952906150221899
5426.821501399111      4.960373208130906
5440.09001362747      4.993762787321957
5453.3585258558305      5.012123317218377
5466.62703808419      5.152645928416665
5479.89555031255      4.826413330985818
5493.164062540909      4.9186039362254075
5506.432574769269      4.917164750823219
5519.701086997628      4.980851177212474
5532.9695992259885      4.985510954810701
5546.238111454348      5.231639442254133
5559.506623682708      4.803471678919511
5572.775135911067      4.8836984883723344
5586.043648139427      4.881283180427486
5599.312160367786      4.964048780892837
5612.5806725961465      4.949026708067315
5625.849184824506      5.2778724633565215
5639.117697052866      4.7936835579761725
5652.386209281225      4.871380280830523
5665.654721509585      4.866873443254541
5678.923233737945      4.940002475729029
5692.191745966305      4.90642208328743
5705.460258194665      5.273829320289786
5718.728770423024      4.799524109400571
5731.997282651384      4.88565257483573
5745.265794879743      4.8728703459319895
5758.534307108103      4.914902628120095
5771.802819336463      4.867927130851693
5785.071331564823      5.26453117673513
5798.339843793182      4.806212882208359
5811.608356021542      4.900464315369063
5824.876868249901      4.879246325701744
5838.145380478261      4.8942278781528135
5851.413892706621      4.842873154317672
5864.682404934981      5.25700955488871
5877.95091716334      4.8228465098526065
5891.2194293917      4.896596955662839
5904.487941620059      4.875810915421414
5917.756453848419      4.885212962811598
5931.024966076779      4.843254762775781
5944.293478305139      5.194724179057398
5957.561990533498      4.853994889413203
5970.830502761858      4.883733261297385
5984.099014990217      4.867893583072369
5997.367527218577      4.890507356401626
6010.636039446937      4.874217790066297
6023.904551675297      5.078603895891797
6037.173063903656      4.875306651511659
6050.441576132016      4.883438149875952
6063.710088360376      4.85827490800356
6076.978600588735      4.892850851321338
6090.2471128170955      4.906496592260193
6103.515625045455      4.995951787319013
6116.784137273815      4.874327366149292
6130.052649502174      4.907597337818847
6143.321161730534      4.852206417555231
6156.589673958893      4.875152717947888
6169.8581861872535      4.909553894840153
6183.126698415613      4.983156829797519
6196.395210643973      4.866832000442024
6209.663722872332      4.9428614355621745
6222.932235100692      4.862312744128961
6236.200747329051      4.8506100787117585
6249.4692595574115      4.919214749289162
6262.737771785771      4.973880250191015
6276.006284014131      4.85752727125528
6289.27479624249      4.9515695235199715
6302.54330847085      4.8821549242312
6315.811820699209      4.837198377917427
6329.0803329275695      4.986194353408568
6342.348845155929      4.928841491283545
6355.617357384289      4.839968704578537
6368.885869612648      4.911854234167373
6382.154381841008      4.88635835688005
6395.422894069367      4.826724896332046
6408.691406297728      5.07211421348826
6421.959918526088      4.893068577736269
6435.228430754447      4.8288339221891095
6448.496942982807      4.848684029017289
6461.765455211166      4.871019708255579
6475.033967439526      4.811131676582491
6488.302479667886      5.112110527008596
6501.570991896246      4.890143180774124
6514.839504124605      4.840871702718978
6528.108016352965      4.799291691245709
6541.376528581324      4.85307609681829
6554.645040809684      4.795819554129505
6567.913553038044      5.130483380672133
6581.182065266404      4.891643770541962
6594.450577494763      4.866073638591755
6607.719089723123      4.774116134934028
6620.987601951482      4.838459569177773
6634.256114179842      4.77334356021658
6647.524626408202      5.164906043783161
6660.793138636562      4.885616081680167
6674.061650864921      4.889039327354474
6687.330163093281      4.77165488291688
6700.59867532164      4.833180484531122
6713.86718755      4.745560532569036
6727.13569977836      5.155101042379543
6740.40421200672      4.870288310600111
6753.672724235079      4.9016271058826275
6766.941236463439      4.787244282692785
6780.209748691798      4.8511828213665655
6793.478260920158      4.751223671194066
6806.7467731485185      5.051056056411277
6820.015285376878      4.827222961297519
6833.283797605238      4.891442469589308
6846.552309833597      4.798530315166737
6859.820822061957      4.878772863908093
6873.089334290316      4.807686923749253
6886.3578465186765      4.924666797317321
6899.626358747036      4.765143197633338
6912.894870975396      4.856117775796441
6926.163383203755      4.786750629037159
6939.431895432115      4.87851138372329
6952.700407660474      4.878841817793724
6965.9689198888345      4.8559496616558215
6979.237432117194      4.725297722499555
6992.505944345554      4.8130328911562765
7005.774456573913      4.762976005667714
7019.042968802273      4.836333741395684
7032.311481030632      4.934909715380732
7045.5799932589925      4.835279076886972
7058.848505487352      4.722860668535802
7072.117017715712      4.775205316515019
7085.385529944071      4.747956314439359
7098.654042172431      4.766001045379405
7111.92255440079      4.95884045532663
7125.191066629151      4.834598728014528
7138.45957885751      4.743546200175041
7151.72809108587      4.746952755735175
7164.996603314229      4.753879659241551
7178.265115542589      4.695847038348249
7191.533627770949      4.90749431856216
7204.802139999309      4.842809044473497
7218.070652227669      4.777378958170924
7231.339164456028      4.737337309623553
7244.607676684388      4.788484320603546
7257.876188912747      4.673248319977496
7271.144701141107      4.776449342030415
7284.413213369467      4.827682380029099
7297.681725597827      4.81125819354533
7310.950237826186      4.74535030683527
7324.218750054546      4.839151595940665
7337.487262282905      4.725190118213226
7350.755774511265      4.655989816259409
7364.024286739625      4.772066463862359
7377.292798967985      4.827113282108209
7390.561311196344      4.754338800866923
7403.829823424704      4.869735956287605
7417.098335653063      4.811821507407928
7430.366847881423      4.622444128276945
7443.635360109783      4.713118338088593
7456.903872338143      4.824296342102267
7470.172384566502      4.758336912487074
7483.440896794862      4.86155010504151
7496.709409023221      4.875281605120247
7509.977921251581      4.650202815079685
7523.246433479941      4.685593161598818
7536.514945708301      4.810029323057354
7549.783457936661      4.7641373081706
7563.05197016502      4.827818648705367
7576.32048239338      4.902491676131431
7589.588994621739      4.692479004682571
7602.8575068500995      4.685270073784507
7616.126019078459      4.783687034113628
7629.394531306819      4.773137054629782
7642.663043535178      4.786466932714821
7655.931555763538      4.903065805823009
7669.200067991897      4.736459950260641
7682.4685802202575      4.705457846445976
7695.737092448617      4.751816979036878
7709.005604676977      4.785854182201984
7722.274116905336      4.75477044479674
7735.542629133696      4.883385510233959
7748.811141362055      4.756874345732951
7762.079653590416      4.746304598301434
7775.348165818775      4.730946876734765
7788.616678047135      4.8035758133812365
7801.885190275494      4.750511126797629
7815.153702503854      4.851817813639545
7828.422214732213      4.732632014378019
7841.690726960574      4.792713615791432
7854.959239188933      4.730063031167527
7868.227751417293      4.818374537333129
7881.496263645652      4.7717606509650015
7894.764775874012      4.797191858911537
7908.033288102371      4.699121979921881
7921.301800330732      4.824881125725246
7934.570312559092      4.749068430739954
7947.838824787451      4.824823288587287
7961.107337015811      4.802977133930582
7974.37584924417      4.695543158839423
7987.64436147253      4.700354882845431
8000.91287370089      4.835425698282631
8014.18138592925      4.78136847770604
8027.449898157609      4.829111449692687
8040.718410385969      4.841219099417335
8053.986922614328      4.575465486819998
8067.255434842688      4.726774180814164
8080.523947071048      4.82453605871143
8093.792459299408      4.811916228626052
8107.060971527767      4.83056568514391
8120.329483756127      4.884064734340687
8133.597995984486      4.509097156849786
8146.866508212846      4.753690506697524
8160.135020441206      4.798963048972932
8173.403532669566      4.829347139037822
8186.672044897925      4.820014563178807
8199.940557126285      4.906791304212517
8213.209069354645      4.519044190071506
8226.477581583003      4.7868885540794155
8239.746093811364      4.776150817687244
8253.014606039724      4.835270344493778
8266.283118268084      4.8050399772735854
8279.551630496442      4.880671815657344
8292.820142724802      4.562820773312575
8306.088654953162      4.830750086206998
8319.357167181523      4.7734836195180765
8332.625679409883      4.830576794085201
8345.894191638241      4.806912703175857
8359.162703866601      4.806465470247982
8372.431216094961      4.611366610759875
8385.699728323321      4.856628749334665
8398.96824055168      4.790493214804066
8412.23675278004      4.808560093751068
8425.5052650084      4.823590409005213
8438.77377723676      4.717274909772461
8452.042289465118      4.681577405961444
8465.310801693478      4.83878326048853
8478.579313921839      4.8080794007910095
8491.847826150199      4.772553754438056
8505.116338378557      4.822914112918092
8518.384850606917      4.647829937812212
8531.653362835277      4.780665130350532
8544.921875063637      4.796970960616669
8558.190387291996      4.808839021703199
8571.458899520356      4.743892999054173
8584.727411748716      4.786913990015751
8597.995923977076      4.607007016264777
8611.264436205434      4.868345820647612
8624.532948433794      4.772977299405198
8637.801460662155      4.795201178257744
8651.069972890515      4.739395705206763
8664.338485118873      4.738158904443861
8677.606997347233      4.586414729260844
8690.875509575593      4.900490248537639
8704.144021803953      4.777709482265887
8717.412534032313      4.782019973194691
8730.681046260672      4.753019166636992
8743.949558489032      4.705708367364247
8757.218070717392      4.586479754582898
8770.486582945752      4.877935444640236
8783.75509517411      4.78744934957838
8797.02360740247      4.773500293659042
8810.29211963083      4.769054922145048
8823.56063185919      4.692233347206895
8836.82914408755      4.625140218652194
8850.09765631591      4.824621879140072
8863.36616854427      4.782460104793703
8876.63468077263      4.757136798358157
8889.903193000988      4.7757752242159155
8903.171705229348      4.693381701153478
8916.440217457708      4.720264047087943
8929.708729686068      4.755677992868149
8942.977241914426      4.764591435694177
8956.245754142787      4.727732742892792
8969.514266371147      4.759002533884645
8982.782778599507      4.716593087846672
8996.051290827865      4.853291682892142
9009.319803056225      4.698214962644388
9022.588315284585      4.745358529546327
9035.856827512946      4.709901615163257
9049.125339741304      4.714968433773419
9062.393851969664      4.756748196235882
9075.662364198024      4.950198385661818
9088.930876426384      4.699751828498771
9102.199388654744      4.738222087484076
9115.467900883103      4.73708253548525
9128.736413111463      4.683532672613885
9142.004925339823      4.788271611430116
9155.273437568183      4.930568618260717
9168.541949796541      4.767267353452568
9181.810462024901      4.7541332354717225
9195.078974253262      4.802225314144714
9208.347486481622      4.724909258777813
9221.61599870998      4.809071004874788
9234.88451093834      4.801188670569539
9248.1530231667      4.830035190004492
9261.42153539506      4.785158743915375
9274.690047623419      4.848177236293108
9287.958559851779      4.828582900572426
9301.227072080139      4.85179678532226
9314.495584308499      4.676135068371014
9327.764096536857      4.819176536428106
9341.032608765217      4.803245777689253
9354.301120993578      4.829498712345901
9367.569633221938      4.890761410120625
9380.838145450296      4.914586282598552
9394.106657678656      4.66279105258858
9407.375169907016      4.759084354263362
9420.643682135376      4.792078571604238
9433.912194363735      4.772258538701206
9447.180706592095      4.83874139647765
9460.449218820455      4.9353044365370975
9473.717731048815      4.7363888184042136
9486.986243277175      4.724125791576296
9500.254755505533      4.764640799822235
9513.523267733894      4.73964691064876
9526.791779962254      4.735231389977241
9540.060292190614      4.882660524334895
9553.328804418972      4.783410675458106
9566.597316647332      4.734105278098113
9579.865828875692      4.741672022582224
9593.134341104053      4.746938590045004
9606.40285333241      4.693489371671136
9619.671365560771      4.806527760520112
9632.939877789131      4.760814164847823
9646.208390017491      4.751184600848405
9659.47690224585      4.734267781154652
9672.74541447421      4.757362565648963
9686.01392670257      4.734212221429644
9699.28243893093      4.749291283184635
9712.550951159288      4.729494257289267
9725.819463387648      4.753029846686863
9739.087975616008      4.746762013267492
9752.356487844369      4.755217955635513
9765.625000072727      4.796568240410276
9778.893512301087      4.68592775803343
9792.162024529447      4.73359871875587
9805.430536757807      4.748957409283949
9818.699048986167      4.769505798249208
9831.967561214526      4.762103377623558
9845.236073442886      4.840456924312314
9858.504585671246      4.603634385033215
9871.773097899606      4.741177500463178
9885.041610127964      4.742786282502095
9898.310122356324      4.775346534329243
9911.578634584685      4.778855111231974
9924.847146813045      4.859050711187932
9938.115659041403      4.561703964547707
9951.384171269763      4.72062297164678
9964.652683498123      4.72870346912411
9977.921195726483      4.749875832507598
9991.189707954842      4.7733818016316
10004.458220183202      4.8319279445990295
10017.726732411562      4.609368623477299
10030.995244639922      4.696734019711972
10044.26375686828      4.714192200791708
10057.53226909664      4.715605778266157
10070.800781325      4.738218929966323
10084.06929355336      4.748607558000753
10097.337805781719      4.701203216024612
10110.60631801008      4.701248259645521
10123.87483023844      4.713363590195205
10137.1433424668      4.703807730720889
10150.411854695158      4.70779565176225
10163.680366923518      4.65670755700723
10176.948879151878      4.754973384317714
10190.217391380238      4.723260667300592
10203.485903608598      4.723923420074998
10216.754415836956      4.714813946478688
10230.022928065317      4.705966105015075
10243.291440293677      4.615270891689519
10256.559952522037      4.7534991756948415
10269.828464750395      4.736540489131722
10283.096976978755      4.733011883530106
10296.365489207115      4.72765138015312
10309.634001435476      4.7189927364221695
10322.902513663834      4.61879190074825
10336.171025892194      4.734895208697362
10349.439538120554      4.736558470011733
10362.708050348914      4.7356772189840095
10375.976562577272      4.732843490899307
10389.245074805633      4.728654400296793
10402.513587033993      4.628038226877431
10415.782099262353      4.721526249559245
10429.050611490711      4.7298624697671
10442.319123719071      4.7319014256900855
10455.587635947431      4.731397393102159
10468.856148175792      4.7302284840231
10482.12466040415      4.6474352248669195
10495.39317263251      4.711674897929263
10508.66168486087      4.719461656408459
10521.93019708923      4.720963180533096
10535.198709317589      4.71934320465007
10548.467221545949      4.714899893014165
10561.735733774309      4.703915862835891
10575.004246002669      4.71112955757223
10588.272758231029      4.712553101885617
10601.541270459387      4.710268661688836
10614.809782687747      4.69876115035503
10628.078294916108      4.676457532716248
10641.346807144468      4.7781170623238065
10654.615319372826      4.726781208179192
10667.883831601186      4.717561247665575
10681.152343829546      4.71201456435577
10694.420856057906      4.687352497279
10707.689368286265      4.63569930670597
10720.957880514625      4.8193987882020135
10734.226392742985      4.747091031914502
10747.494904971345      4.730896605362907
10760.763417199703      4.725766007281212
10774.031929428063      4.697304226667263
10787.300441656424      4.625435824159705
10800.568953884784      4.8102887083523775
10813.837466113142      4.755156498565403
10827.105978341502      4.740930612592156
10840.374490569862      4.7390307856666345
10853.643002798222      4.719349328427332
10866.91151502658      4.655376028799433
10880.18002725494      4.774530578448016
10893.448539483301      4.748861740587538
10906.717051711661      4.7415288924119166
10919.98556394002      4.742965295643309
10933.25407616838      4.736550946546248
10946.52258839674      4.712271335390517
10959.7911006251      4.738812093237956
10973.05961285346      4.737220714552636
10986.328125081818      4.734534730913831
10999.596637310178      4.737370054403558
11012.865149538538      4.740380486185454
11026.133661766899      4.7807950058009565
11039.402173995257      4.7155845217661945
11052.670686223617      4.727587208084909
11065.939198451977      4.725319325893399
11079.207710680337      4.725871489549884
11092.476222908695      4.730255496304614
11105.744735137056      4.844678773737827
11119.013247365416      4.710983718619576
11132.281759593776      4.7233018171383705
11145.550271822134      4.72007226624748
11158.818784050494      4.714865221496553
11172.087296278854      4.712213354441726
11185.355808507215      4.876894245632743
11198.624320735573      4.724835024413194
11211.892832963933      4.726248994103683
11225.161345192293      4.723505578924569
11238.429857420653      4.713323184998619
11251.698369649012      4.702033305250359
11264.966881877372      4.852267264124674
11278.235394105732      4.742827679159634
11291.503906334092      4.733510327088768
11304.77241856245      4.733432080662682
11318.04093079081      4.7252720523480125
11331.30944301917      4.716833016560584
11344.57795524753      4.77919654837676
11357.84646747589      4.745551082318161
11371.114979704249      4.735824140401627
11384.38349193261      4.739045575968028
11397.65200416097      4.741057907731745
11410.92051638933      4.751764137296755
11424.189028617688      4.705221628849207
11437.457540846048      4.730818816555847
11450.726053074408      4.7281573710924345
11463.994565302768      4.731956896706138
11477.263077531126      4.744407444568182
11490.531589759486      4.774701957280177
11503.800101987847      4.674110226982073
11517.068614216207      4.7150186282530795
11530.337126444565      4.717066657679514
11543.605638672925      4.717455253179949
11556.874150901285      4.731161708068478
11570.142663129645      4.75765386372932
11583.411175358004      4.6870717760986205
11596.679687586364      4.711395693476913
11609.948199814724      4.711781960021566
11623.216712043084      4.707852680427848
11636.485224271442      4.7135029121335155
11649.753736499802      4.705121677135769
11663.022248728163      4.714225563417235
11676.290760956523      4.7177810575113135
11689.559273184881      4.7140468226216985
11702.827785413241      4.7080718295093655
11716.096297641601      4.704996621939996
11729.364809869961      4.643476515169917
11742.633322098322      4.729631360933058
11755.90183432668      4.724708383381504
11769.17034655504      4.719409085145662
11782.4388587834      4.714079298320739
11795.70737101176      4.709445346830773
11808.975883240118      4.597929171741404
11822.244395468479      4.725757105672466
11835.512907696839      4.725149273815464
11848.781419925199      4.721774719070958
11862.049932153557      4.719072289898381
11875.318444381917      4.720727630214331
11888.586956610277      4.587653705357142
11901.855468838638      4.709714991858244
11915.123981066996      4.717343992073405
11928.392493295356      4.716168038868029
11941.661005523716      4.7166924273109005
11954.929517752076      4.72457824814679
11968.198029980435      4.623485954033705
11981.466542208795      4.697206142224071
11994.735054437155      4.7060930929051095
12008.003566665515      4.703691092718587
12021.272078893873      4.705163808637718
12034.540591122233      4.706542739972495
12047.809103350593      4.69330879126653
12061.077615578954      4.701955434090481
12074.346127807312      4.700882144266255
12087.614640035672      4.693691689659836
12100.883152264032      4.691903311659036
12114.151664492392      4.669924106992056
12127.420176720752      4.758464809898492
12140.68868894911      4.7219003785795985
12153.95720117747      4.7067861315310795
12167.22571340583      4.6953985378594565
12180.494225634191      4.688225673236832
12193.76273786255      4.640844175900616
12207.03125009091      4.78387716612474
12220.29976231927      4.739990149327654
12233.56827454763      4.717889545597261
12246.836786775988      4.707148248183158
12260.105299004348      4.696524373319503
12273.373811232708      4.642512032806458
12286.642323461068      4.7699922802025325
12299.910835689427      4.743449410618749
12313.179347917787      4.724421027688757
12326.447860146147      4.718941567946578
12339.716372374507      4.70898292370437
12352.984884602865      4.672056555584085
12366.253396831225      4.741755518699345
12379.521909059586      4.735163149792317
12392.790421287946      4.723415336648177
12406.058933516304      4.723700500376658
12419.327445744664      4.718308781595714
12432.595957973024      4.71384379201841
12445.864470201384      4.717988454988047
12459.132982429745      4.724246638880986
12472.401494658103      4.7177383605766465
12485.670006886463      4.720694347228958
12498.938519114823      4.721048417429622
12512.207031343183      4.755249777686363
12525.475543571541      4.706127237975489
12538.744055799902      4.716869064557121
12552.012568028262      4.711387779538602
12565.281080256622      4.713463036663017
12578.54959248498      4.716352385963798
12591.81810471334      4.7776943745172735
12605.0866169417      4.707922563144952
12618.35512917006      4.715608428020983
12631.623641398419      4.708658386448548
12644.892153626779      4.708812802998251
12658.160665855139      4.710419344946315
12671.4291780835      4.764758351243749
12684.697690311858      4.715479638344514
12697.966202540218      4.717274042990868
12711.234714768578      4.710339475664573
12724.503226996938      4.7104234449884705
12737.771739225296      4.711016428888515
12751.040251453656      4.730436926362403
12764.308763682016      4.717982473074547
12777.577275910377      4.715723179775498
12790.845788138735      4.712230070508396
12804.114300367095      4.713652266491372
12817.382812595455      4.714701433713255
12830.651324823815      4.706288363352516
12843.919837052175      4.7148952936699535
12857.188349280534      4.710526664142901
12870.456861508894      4.711866671224546
12883.725373737254      4.713261049799853
12896.993885965614      4.714534471258152
12910.262398193972      4.701111177999448
12923.530910422332      4.711221763355329
12936.799422650693      4.705777760334751
12950.067934879053      4.710596872872958
12963.336447107411      4.709874047738997
12976.604959335771      4.7115818695545775
12989.873471564131      4.703241019170121
13003.141983792491      4.708058432712223
13016.41049602085      4.702968226101306
13029.67900824921      4.708736811270972
13042.94752047757      4.705552894933879
13056.21603270593      4.70425621096053
13069.484544934288      4.70751817684174
13082.753057162648      4.706133217725648
13096.021569391009      4.7021982120171
13109.290081619369      4.706954059805232
13122.558593847727      4.702539992217201
13135.827106076087      4.686990650769009
13149.095618304447      4.713109724744641
13162.364130532807      4.70659768475436
13175.632642761166      4.703563176764328
13188.901154989526      4.707522332539228
13202.169667217886      4.704030011034121
13215.438179446246      4.670064089877984
13228.706691674606      4.714047750776245
13241.975203902964      4.7069422325059485
13255.243716131325      4.704651243143873
13268.512228359685      4.709354256995353
13281.780740588045      4.708008582643969
13295.049252816403      4.673342842541096
13308.317765044763      4.709106508340139
13321.586277273123      4.704793704121257
13334.854789501484      4.703307010608603
13348.123301729842      4.708727986405239
13361.391813958202      4.707451199798592
13374.660326186562      4.695272376640765
13387.928838414922      4.705008061518185
13401.19735064328      4.702348124173219
13414.46586287164      4.701224668157231
13427.7343751      4.705623690544348
13441.00288732836      4.70129593577817
13454.27139955672      4.7160625619786725
13467.53991178508      4.705015725397673
13480.80842401344      4.701941766621801
13494.0769362418      4.70014590577602
13507.345448470158      4.702150822202774
13520.613960698518      4.694471261766079
13533.882472926878      4.727357261357152
13547.150985155238      4.707334925124386
13560.419497383597      4.703522760354186
13573.688009611957      4.700123724440618
13586.956521840317      4.699422295460369
13600.225034068677      4.690074212948914
13613.493546297037      4.731481486994364
13626.762058525395      4.710484570008612
13640.030570753755      4.706488183478795
13653.299082982116      4.702203553290505
13666.567595210476      4.700241025892903
13679.836107438834      4.692921583030051
13693.104619667194      4.72521085518049
13706.373131895554      4.711460598046462
13719.641644123914      4.708483292269725
13732.910156352273      4.705771218498173
13746.178668580633      4.706105855112931
13759.447180808993      4.708741185215832
13772.715693037353      4.7088592590664
13785.984205265711      4.707036335311457
13799.252717494071      4.706309165821247
13812.521229722432      4.706500207987424
13825.789741950792      4.710978418815914
13839.05825417915      4.728858241875002
13852.32676640751      4.695639695321925
13865.59527863587      4.700285340802096
13878.86379086423      4.701710406317129
13892.132303092589      4.703128497692454
13905.400815320949      4.7087561754309135
13918.669327549309      4.733375277591926
13931.937839777669      4.694646991920561
13945.206352006027      4.696798477612873
13958.474864234387      4.6996505443133785
13971.743376462748      4.700123839440998
13985.011888691108      4.702767360580959
13998.280400919468      4.718927158737231
14011.548913147826      4.699361157644615
14024.817425376186      4.696576050846407
14038.085937604546      4.70060844916981
14051.354449832907      4.699946879412394
14064.622962061265      4.699181559356461
14077.891474289625      4.702170941854856
14091.159986517985      4.701408755704956
14104.428498746345      4.69666436310657
14117.697010974704      4.701503131585952
14130.965523203064      4.700270040218398
14144.234035431424      4.698548363775303
14157.502547659784      4.693312230482709
14170.771059888142      4.700153755463757
14184.039572116502      4.69614329036669
14197.308084344862      4.701120147112944
14210.576596573223      4.699263355743818
14223.84510880158      4.698981329933938
14237.113621029941      4.690271994494384
14250.382133258301      4.697664948019696
14263.650645486661      4.694651711603855
14276.91915771502      4.69937234874368
14290.18766994338      4.696470888295397
14303.45618217174      4.697092257632186
14316.7246944001      4.6943086764412785
14329.993206628458      4.696795143616473
14343.261718856818      4.692930577711861
14356.530231085178      4.69664162462441
14369.798743313539      4.69240344657858
14383.067255541899      4.688597188514623
14396.335767770257      4.705578025957969
14409.604279998617      4.700302416449151
14422.872792226977      4.69395464160918
14436.141304455337      4.695597527933409
14449.409816683696      4.690936518690259
14462.678328912056      4.678867976377515
14475.946841140416      4.712569862413297
14489.215353368776      4.70518753493455
14502.483865597134      4.69778829763653
14515.752377825494      4.69757969837289
14529.020890053855      4.694781899490438
14542.289402282215      4.68130639663334
14555.557914510573      4.707471999661452
14568.826426738933      4.705294962510443
14582.094938967293      4.700158997259664
14595.363451195653      4.6993083361355215
14608.631963424012      4.699206448954765
14621.900475652372      4.69447420919281
14635.168987880732      4.699012121239523
14648.437500109092      4.701327666012883
14661.70601233745      4.69964583055237
14674.97452456581      4.698669685793463
14688.24303679417      4.699319369556148
14701.51154902253      4.700538482781422
14714.780061250889      4.696286196252166
14728.04857347925      4.698467292950064
14741.31708570761      4.699013437420864
14754.58559793597      4.6979392860075455
14767.85411016433      4.697924613532899
14781.122622392688      4.694453741036835
14794.391134621048      4.696608344216005
14807.659646849408      4.697683255491367
14820.928159077768      4.699045016317164
14834.196671306127      4.698262521282875
14847.465183534487      4.698319920688564
14860.733695762847      4.688001427580539
14874.002207991207      4.696271774848485
14887.270720219565      4.6972020770807115
14900.539232447925      4.698743130840525
14913.807744676285      4.698770595725221
14927.076256904646      4.699951926595519
14940.344769133004      4.684312860781641
14953.613281361364      4.695625512875558
14966.881793589724      4.69655155974207
14980.150305818084      4.698257236548876
14993.418818046443      4.699528713010855
15006.687330274803      4.703432583556791
15019.955842503163      4.678262783024248
15033.224354731523      4.6935287433497725
15046.492866959881      4.694779147949789
15059.761379188241      4.696979605689551
15073.029891416601      4.699187970457686
15086.298403644962      4.707157067907557
15099.566915873322      4.675321313747111
15112.83542810168      4.690158892831903
15126.10394033004      4.691926331593888
15139.3724525584      4.694289730700028
15152.64096478676      4.695846395144888
15165.909477015119      4.705046645236971
15179.177989243479      4.681702939835576
15192.446501471839      4.6889143283129675
15205.715013700199      4.690701114785832
15218.983525928557      4.692521913942091
15232.252038156917      4.69267918180713
15245.520550385278      4.69953613763913
15258.789062613638      4.6891518044253635
15272.057574841996      4.689478682234476
15285.326087070356      4.691515930859954
15298.594599298716      4.692640632700567
15311.863111527076      4.693198773000131
15325.131623755435      4.7002312778529385
15338.400135983795      4.690309286302501
15351.668648212155      4.688916915652355
15364.937160440515      4.691600261420252
15378.205672668873      4.692068878425023
15391.474184897233      4.694436024096718
15404.742697125594      4.703256815812392
15418.011209353954      4.690249543572721
15431.279721582312      4.688524443992677
15444.548233810672      4.6908202124633
15457.816746039032      4.690658270439595
15471.085258267392      4.6938273236822505
15484.353770495753      4.697185284273924
15497.62228272411      4.6923331091127665
15510.890794952471      4.690004531661946
15524.159307180831      4.690664286084925
15537.427819409191      4.690609692472165
15550.69633163755      4.693581999158458
15563.96484386591      4.687243765520764
15577.23335609427      4.693216969022687
15590.50186832263      4.6912874972100695
15603.770380550988      4.690664734108638
15617.038892779348      4.691324247081623
15630.307405007708      4.69395848623967
15643.575917236069      4.684708143627567
15656.844429464427      4.692566566826493
15670.112941692787      4.691370295838168
15683.381453921147      4.690876409247339
15696.649966149507      4.6918974120182035
15709.918478377866      4.694482885756999
15723.186990606226      4.684196629165619
15736.455502834586      4.691491868342689
15749.724015062946      4.690927892117603
